Ticker,Name,Exchange,Category
GRANDFONRY.BO,GRAND FOUNDRY LTD.,BSE,
HILTON.NS,Hilton Metal Forging Limited,NSI,Metal Fabrication
KOHINOOR.NS,Kohinoor Foods Limited,NSI,Food - Major Diversified
METALFORGE.BO,METALYST FORGINGS LIMITED,BSE,
FORTISMLR.BO,FORTIS MALAR HOSPITALS LIMITED,BSE,
KORE.BO,Kore Foods Limited,BSE,
FORBESCO.BO,Forbes & Company Limited,BSE,
TARAI.BO,Tarai Foods Ltd,BSE,
LGBFORGE.NS,LGB Forge Limited,NSI,Industrial Equipment Wholesale
FOSECOIND.BO,FOSECO INDIA LTD.,BSE,
PFOCUS.BO,Prime Focus Limited,BSE,
RKFORGE.BO,Ramkrishna Forgings Limited,BSE,
SYNTHFO.BO,Synthiko Foils Ltd.,BSE,
HERITGFOOD.BO,Heritage Foods Limited,BSE,
KALYANIFRG.NS,Kalyani Forge Limited,NSI,Auto Parts
FREDUN.BO,Fredun Pharmaceuticals Limited,BSE,
TRICOMFRU.BO,TRICOM FRUIT PRODUCTS LIMITED,BSE,
FRONTSP.BO,Frontier Springs Ltd.,BSE,
HFCL.NS,Himachal Futuristic Communications Limited,NSI,Communication Equipment
FUTURSEC.BO,Futuristic Securities Limited,BSE,
KTKSENSEX.BO,Kotak Mahindra Mutual Fund - Kotak Sensex ETF,BSE,
HFCL.BO,Himachal Futuristic Communications Ltd.,BSE,
UTINIFTETF.BO,UTI Mutual Fund,BSE,
HDFCNIFETF.BO,HDFC Mutual Fund,BSE,
KOTAKNIFTY.BO,Kotak Mahindra Mutual Fund - Kotak Nifty ETF,BSE,
UCALFUEL.NS,Ucal Fuel Systems Limited,NSI,Auto Parts
HNGSNGBEES.BO,GOLDMAN SACHS MUTUAL FUND,BSE,
HDFCMFGETF.BO,HDFC MUTUAL FUND - HDFC GOLD E,BSE,
KOTAKPSUBK.BO,Kotak Mahindra Mutual Fund - Kotak PSU Bank ETF,BSE,
IDBIGOLD.BO,IDBI MUTUAL FUND - IDBI GOLD E,BSE,
UTISENSETF.BO,UTI Mutual Fund,BSE,
KOTAKGOLD.BO,Kotak Mahindra Mutual Fund - Kotak Gold ETF,BSE,
FUTURAPOLY.BO,FUTURA POLYESTERS LTD.,BSE,
SXETF.BO,HDFC Mutual Fund,BSE,
UCALFUEL.BO,Ucal Fuel Systems Ltd.,BSE,
LICNETFSEN.BO,LIC MF EXCHNG TRADED FUND-SENS,BSE,
LICNETFN50.BO,LIC MF EXHGE TRADED FUND-NIFTY,BSE,
GARGFUR.BO,Garg Furnace Ltd,BSE,
FUTSOL.BO,FUTURISTIC SOLUTIONS LTD.,BSE,
IGL.NS,Indraprastha Gas Limited,NSI,Gas Utilities
GABRIEL.NS,Gabriel India Limited,NSI,Auto Parts
GAYATRI.BO,Gayatri Sugars Ltd.,BSE,
GARWAMAR.BO,Garware Marine Industries Ltd.,BSE,
GARNETINT.BO,Garnet International Limited,BSE,
GARNET.BO,Garnet Construction Ltd.,BSE,
GALLISPAT.NS,Gallantt Ispat Limited,NSI,Steel & Iron
GABRIEL.BO,Gabriel India Limited,BSE,
GATI.NS,Gati Limited,NSI,Air Delivery & Freight Services
GUJGASLTD.NS,GUJARAT GAS LIMITE INR10 NEW,NSI,
GANESHHOUC.BO,GANESH HOUSING CORPORATION LTD,BSE,
GAMMONIND.BO,Gammon India Limited,BSE,
GAIL.BO,GAIL (India) Limited,BSE,
KITEX.BO,KITEX GARMENTS LTD.,BSE,
GISL.BO,GANGOTRI IRON & STEEL COMPANY,BSE,
GALADA.BO,Galada Power And Telecommunication Limited,BSE,
GANDHITUBE.NS,Gandhi Special Tubes Limited,NSI,Metal Fabrication
UTTAMSTL.BO,UTTAM GALVA STEELS LTD.,BSE,
GUJGAS.BO,Gujarat Gas Limited,BSE,
GAGAN.BO,Gagan Gases Limited,BSE,
GAMMONIND.NS,Gammon India Limited,NSI,General Contractors
ONGC.NS,Oil and Natural Gas Corporation Limited,NSI,Major Integrated Oil & Gas
GARLNIN.BO,GARLON POLYFAB INDUSTRIES LTD.,BSE,
GALLANTT.BO,Gallantt Metal Ltd.,BSE,
GANDHITUBE.BO,GANDHI SPECIAL TUBES LTD.,BSE,
GARWSYN.BO,Garware Synthetics Limited,BSE,
GALXBRG.BO,GALAXY BEARINGS LTD.,BSE,
GANGOTRI.NS,Gangotri Textiles Limited,NSI,Textile Industrial
GAYAPROJ.NS,Gayatri Projects Limited,NSI,General Contractors
GANGAPA.BO,GANGA PAPERS INDIA LTD.,BSE,
PGHH.BO,PROCTER & GAMBLE HYGIENE & HEA,BSE,
IGL.BO,Indraprastha Gas Limited,BSE,
GATI.BO,Gati Ltd,BSE,
GALLANTT.NS,Gallantt Metal Limited,NSI,Steel & Iron
GCCL.BO,GCCL CONSTRUCTION & REALITIES,BSE,
HITECHGEAR.BO,The Hi-Tech Gears Ltd,BSE,
GENUSPOWER.NS,Genus Power Infrastructures Limited,NSI,Diversified Electronics
GEMSI.BO,Gemstone Investments Limited,BSE,
SWARNSAR.BO,Swarnsarita Gems Limited,BSE,
GEE.BO,GEE Limited,BSE,
LYPSAGEMS.NS,Lypsa Gems & Jewellery Limited,NSI,Jewelry Stores
GENESYS.NS,Genesys International Corporation Limited,NSI,Information Technology Services
SHANTIGEAR.BO,SHANTHI GEARS LTD.,BSE,
GUJAUTO.BO,Gujarat Automotive Gears Ltd.,BSE,
GGAUTO.BO,G.G.AUTOMOTIVE GEARS LTD.,BSE,
GENIUSCO.BO,Genus Commu Trade Ltd,BSE,
SHANTIGEAR.NS,Shanthi Gears Limited,NSI,Diversified Machinery
NITTAGELA.BO,Nitta Gelatin India Limited,BSE,
GENESYS.BO,Genesys International Corporation Limited,BSE,
MOTOGENFIN.NS,The Motor & General Finance Limited,NSI,Property Management
GENNEX.BO,Gennex Laboratories Limited,BSE,
SCANPGEOM.BO,Scanpoint Geomatics Ltd,BSE,
MOTOGENFIN.BO,MOTOR & GENERAL FINANCE LTD.,BSE,
GENUSPOWER.BO,GENUS POWER INFRASTRUCTURES LT,BSE,
HITECHGEAR.NS,The Hi-Tech Gears Limited,NSI,Auto Parts
GITANJALI.NS,Gitanjali Gems Limited,NSI,Jewelry Stores
INDGELA.BO,India Gelatine & Chemicals Ltd.,BSE,
SHAWGELTIN.BO,NARMADA GELATINES LTD.,BSE,
RACLGEAR.BO,RACL Geartech Limited,BSE,
GHCL.NS,GHCL Limited,NSI,Chemicals - Major Diversified
GHCL.BO,GHCL Limited,BSE,
PNBGILTS.NS,PNB Gilts Ltd.,NSI,Asset Management
GIPCL.NS,Gujarat Industries Power Company Limited,NSI,Electric Utilities
GINISILK.BO,Gini Silk Mills Limited,BSE,
GILLETTE.BO,Gillette India Limited,BSE,
GITARENEW.BO,GITA RENEWABLE ENERGY LIMITED,BSE,
GIRRESORTS.NS,GIR Natureview Resorts Limited,NSI,Resorts & Casinos
GIPCL.BO,Gujarat Industries Power Co. Ltd.,BSE,
GINNIFILA.NS,Ginni Filaments Limited,NSI,Textile Industrial
GISOLUTION.NS,GI Engineering Solutions Limited,NSI,General Contractors
GILLETTE.NS,Gillette India Limited,NSI,Personal Products
PNBGILTS.BO,PNB Gilts Ltd.,BSE,
GILADAFINS.BO,Gilada Finance & Investments L,BSE,
GKWLIMITED.NS,GKW Limited,NSI,Business Services
TRIVENIGQ.BO,Triveni Glass,BSE,
SHRGLTR.BO,Shree Global Tradefin Limited,BSE,
PREMCO.BO,Premco Global Ltd.,BSE,
HALDYNGL.BO,Haldyn Glass Ltd,BSE,
GLOBUSSPR.NS,Globus Spirits Limited,NSI,Beverages - Wineries & Distillers
GLITTEKG.BO,Glittek Granites Ltd.,BSE,
GLENMARK.NS,Glenmark Pharmaceuticals Limited,NSI,Drugs - Generic
GLAXO.NS,GlaxoSmithkline Pharmaceuticals Limited,NSI,Drug Manufacturers - Major
GLOBUSSPR.BO,Globus Spirits Ltd.,BSE,
ONMOBILE.BO,OnMobile Global Limited,BSE,
INDIAGLYCO.NS,India Glycols Limited,NSI,Chemicals - Major Diversified
SPHEREGSL.BO,Sphere Global Services Ltd,BSE,
MILESTONE.BO,Milestone Global Ltd,BSE,
HGS.BO,HINDUJA GLOBAL SOLUTIONS LTD.,BSE,
GLOBALVECT.BO,GLOBAL VECTRA HELICORP LTD.,BSE,
HINDNATGLS.BO,HINDUSTHAN NATIONAL GLASS & IN,BSE,
SGL.NS,STL Global Limited,NSI,Textile Industrial
ONMOBILE.NS,OnMobile Global Limited,NSI,Wireless Communications
MEDIAONE.BO,Mediaone Global Entertainment Ltd.,BSE,
PGIL.BO,PEARL GLOBAL INDUSTRIES LIMITE,BSE,
TELECANOR.BO,TeleCanor Global Ltd,BSE,
KARUNACAB.BO,GLOBUS CORPORATION LTD.,BSE,
HINDNATGLS.NS,Hindusthan National Glass & Industries Limited,NSI,Packaging & Containers
GLOBSEC.BO,Global Securities Ltd,BSE,
GLOBALVECT.NS,Global Vectra Helicorp Limited,NSI,"Air Services, Other"
GLENMARK.BO,Glenmark Pharmaceuticals Ltd.,BSE,
OSCARGLO.BO,Oscar Global Ltd.,BSE,
RAJGLOWIR.BO,Rajratan Global Wire Limited,BSE,
SGL.BO,STL GLOBAL LTD.,BSE,
TIGLOB.BO,T & I Global Limited,BSE,
SVGLOBAL.BO,S V GLOBAL MILL LTD.,BSE,
VGCL.BO,Vibrant Global Capital Limited,BSE,
NOUVEAU.BO,Nouveau Global Ventures Ltd.,BSE,
GLAXO.BO,GLAXOSMITHKLINE PHARMACEUTICAL,BSE,
HGS.NS,Hinduja Global Solutions Limited,NSI,Staffing & Outsourcing Services
GLOBOFFS.BO,GLOBAL OFFSHORE SERVICES LTD.,BSE,
SVPGLOB.BO,SVP GLOBAL VENTURES LTD.,BSE,
PGIL.NS,Pearl Global Industries Limited,NSI,Textile - Apparel Clothing
HITKITGLO.BO,Hit Kit Global Solutions Ltd.,BSE,
INDIAGLYCO.BO,INDIA GLYCOLS LTD.,BSE,
URJAGLOBA.BO,Urja Global Ltd,BSE,
GLOBALCA.BO,Global Capital Market & Infrastructures Ltd,BSE,
GMRINFRA.BO,GMR Infrastructure Limited,BSE,
GMM.BO,GMM Pfaudler Ltd.,BSE,
GMBREW.NS,G.M.Breweries Limited,NSI,Beverages - Wineries & Distillers
GMDCLTD.NS,Gujarat Mineral Development Corporation Limited,NSI,Industrial Metals & Minerals
GMDCLTD.BO,GUJARAT MINERAL DEVELOPMENT CO,BSE,
GMETCOAL.BO,GUJARAT METALLIC COAL & COKE L,BSE,
GMRINFRA.NS,GMR Infrastructure Limited,NSI,Heavy Construction
GNRL.BO,GUJARAT NATURAL RESOURCES LIMI,BSE,
GODREJIND.NS,Godrej Industries Limited,NSI,
GPIL.NS,Godawari Power & Ispat Limited,NSI,Steel & Iron
GOTHIPL.BO,Gothi Plascon (India) Limited,BSE,
GODREJCP.NS,Godrej Consumer Products Limited,NSI,
GODFRYPHLP.BO,Godfrey Phillips India Limited,BSE,
GOACARBON.BO,GOA CARBON LTD.,BSE,
GOKUL.NS,Gokul Refoils & Solvent Ltd,NSI,Food - Major Diversified
GOPAIST.BO,Gopal Iron & Steels Company Gujarat Ltd,BSE,
GODREJIND.BO,Godrej Industries Ltd.,BSE,
GODREJCP.BO,Godrej Consumer Products Limited,BSE,
GOKUL.BO,Gokul Refoils And Solvent Limited,BSE,
GOLDENTOBC.NS,Golden Tobacco Limited,NSI,"Tobacco Products, Other"
GOLDENTOBC.BO,GOLDEN TOBACCO LTD.,BSE,
GOLDIAM.BO,GOLDIAM INTERNATIONAL LTD.,BSE,
GOLDLINE.BO,GOLD LINE INTERNATIONAL FINVES,BSE,
GOCLCORP.NS,GOCL CORPORATION L INR2,NSI,
GOODRICKE.BO,GOODRICKE GROUP LTD.,BSE,
GODREJPROP.BO,GODREJ PROPERTIES LTD,BSE,
SHIRPUR-G.NS,Shirpur Gold Refinery Limited,NSI,Gold
GOODYEAR.BO,GOODYEAR INDIA LTD.,BSE,
SAINTGOBAIN.BO,Saint-Gobain Sekurit India Limited,BSE,
GOLDTECH.NS,Goldstone Technologies Limited,NSI,Information Technology Services
GOLDIAM.NS,Goldiam International Limited,NSI,Jewelry Stores
GOPLEEIN.BO,Goplee Infotech Ltd.,BSE,
SETFGOLD.NS,SBI MUTUAL FUND SBI-ETF GOLD,NSI,
GOLDTECH.BO,Goldstone Technologies Ltd.,BSE,
GORANIN.BO,Gorani Industries Ltd,BSE,
GODREJPROP.NS,Godrej Properties Limited,NSI,Real Estate Development
GOLCA.BO,Golden Carpets Ltd,BSE,
GOKAKTEX.BO,Gokak Textiles Ltd.,BSE,
GOODLUCK.NS,Goodluck India Limited,NSI,Metal Fabrication
GODFRYPHLP.NS,Godfrey Phillips India Limited,NSI,"Tobacco Products, Other"
GOCLCORP.BO,GOCL Corporation Limited,BSE,
GPIL.BO,Godawari Power & Ispat Ltd.,BSE,
GPPL.NS,Gujarat Pipavav Port Limited,NSI,Shipping
GPTINFRA.BO,GPT INFRAPROJECTS LTD.,BSE,
GPPL.BO,GUJARAT PIPAVAV PORT LTD.,BSE,
GULFPETRO.BO,GP PETROLEUMS LTD,BSE,
GULFPETRO.NS,GP Petroleums Limited,NSI,Oil & Gas Refining & Marketing
GREAVESCOT.NS,Greaves Cotton Limited,NSI,Diversified Machinery
GRANULES.NS,Granules India Limited,NSI,Drug Manufacturers - Major
TIMEX.BO,Timex Group India Limited,BSE,
GRASIM.BO,Grasim Industries Limited,BSE,
GSBFIN.BO,Gsb Finance Ltd,BSE,
GSS.BO,GSS INFOTECH LTD.,BSE,
GSPL.BO,Gujarat State Petronet Limited,BSE,
GSS.NS,GSS Infotech Limited,NSI,Information Technology Services
GSLSEC.BO,Gsl Securities Ltd,BSE,
GTNTEX.BO,GTN Textiles Ltd.,BSE,
GTNINDS.BO,GTN Industries Limited,BSE,
GTLINFRA.NS,GTL Infrastructure Limited,NSI,Communication Equipment
GTLINFRA.BO,GTL Infrastructure Ltd.,BSE,
GTL.NS,GTL Limited,NSI,Information Technology Services
GTL.BO,GTL Ltd.,BSE,
GUJCOTEX.BO,Gujarat Cotex Ltd.,BSE,
GUJINTRX.BO,Gujarat Intrux Limited,BSE,
GUJCONT.BO,GUJARAT CONTAINERS LTD.,BSE,
SHYAM.BO,VENTURA GUARANTY LTD.,BSE,
GUJPETR.BO,Gujarat Petrosynthese Ltd.,BSE,
GULPOLY.BO,Gulshan Polyols Limited,BSE,
GULFOILLUB.NS,Gulf Oil Lubricants India Limited,NSI,Oil & Gas Refining & Marketing
GUJTERC.BO,Gujarat Terce Laboratories Ltd.,BSE,
STRLGUA.BO,STERLING GUARANTY & FINANCE LT,BSE,
GUPTSYN.BO,Gupta Synthetics Ltd.,BSE,
GUJSTATFIN.BO,GUJARAT STATE FINANCIAL CORPOR,BSE,
GULPOLY.NS,Gulshan Polyols Limited,NSI,Chemicals - Major Diversified
TIMESGTY.NS,Times Guaranty Ltd.,NSI,Asset Management
TIMESGTY.BO,TIMES GUARANTY LTD.,BSE,
GUJINV.BO,Gujarat Investa Ltd.,BSE,
SWITCHTE.BO,Switching Technologies Gunther Ltd.,BSE,
GUJRAFIA.BO,Gujarat Raffia Industries Ltd.,BSE,
GUJINJEC.BO,GUJARAT INJECT (KERALA) LTD.,BSE,
GVKPIL.NS,GVK Power & Infrastructure Limited,NSI,"Air Services, Other"
TAJGVK.NS,TAJGVK Hotels & Resorts Limited,NSI,Lodging
HINDHARD.BO,Hindustan Hardy Spicer Ltd.,BSE,
HARRMALAYA.BO,HARRISONS MALAYALAM LTD.,BSE,
HARRMALAYA.NS,Harrisons Malayalam Limited,NSI,Farm Products
HARYNACAP.BO,Haryana Capfin Limited,BSE,
HARAFIN.BO,HARYANA FINANCIAL CORPORATION,BSE,
HAWKINCOOK.BO,HAWKINS COOKERS LTD.,BSE,
HAWAENG.BO,Hawa Engineers ltd.,BSE,
HARDCAS.BO,Hardcastle & Waud Manufacturing Company Ltd,BSE,
HAVELLS.BO,Havells India Ltd.,BSE,
HAVELLS.NS,Havells India Limited,NSI,Diversified Machinery
HASTIFIN.BO,Hasti Finance Ltd.,BSE,
HRYNSHP.BO,Hariyana Ship Breakers Ltd.,BSE,
HBSTOCK.BO,HB Stockholdings Limited,BSE,
HBLPOWER.NS,HBL Power Systems Limited,NSI,Diversified Electronics
HBPOR.BO,HB Portfolio Limited,BSE,
HBLPOWER.BO,HBL POWER SYSTEMS LTD.,BSE,
HCLTECH.NS,HCL Technologies Limited,NSI,Information Technology Services
HCLTECH.BO,HCL Technologies Ltd.,BSE,
HCG.BO,HealthCare Global Enterprises,BSE,
HCL-INSYS.BO,HCL INFOSYSTEMS LTD.,BSE,
HCG.NS,HealthCare Global Enterprises Limited,NSI,Hospitals
HCL-INSYS.NS,HCL Infosystems Limited,NSI,Computer Based Systems
HDFCBANK.BO,HDFC Bank Limited,BSE,
HEERAISP.BO,Heera Ispat Ltd,BSE,
HEMANG.BO,HEMANG RESOURCES LIMITED,BSE,
HEIDELBERG.NS,HeidelbergCement India Limited,NSI,General Building Materials
LOOKS.BO,LOOKS HEALTH SERVICES LIMITED,BSE,
TEJNAKSH.BO,Tejnaksh Healthcare Limited,BSE,
TTKHEALTH.BO,TTK HEALTHCARE LTD.,BSE,
HEROMOTOCO.BO,HERO MOTOCORP LTD.,BSE,
ISGEC.BO,ISGEC HEAVY ENGINEERING LTD.,BSE,
HERCULES.BO,Hercules Hoists Limited,BSE,
SECHE.BO,Secunderabad Healthcare Ltd.,BSE,
HEG.NS,HEG Limited,NSI,Diversified Electronics
HEG.BO,HEG Limited,BSE,
HEXATRADEX.NS,Hexa Tradex Limited,NSI,Business Services
HEIDELBERG.BO,HEIDELBERGCEMENT INDIA LTD.,BSE,
HELPAGE.BO,Helpage Finlease Ltd.,BSE,
HEXATRADEX.BO,HEXA TRADEX LTD.,BSE,
HERCULES.NS,Hercules Hoists Limited,NSI,Diversified Machinery
TTKHLTCARE.NS,TTK HEALTHCARE INR10,NSI,
HEROMOTOCO.NS,Hero MotoCorp Limited,NSI,Auto Manufacturers - Major
SUNLOC.BO,SUNIL HEALTHCARE LTD,BSE,
HEMORGANIC.BO,HEMO ORGANIC LIMITED,BSE,
INTEGHIT.BO,Integrated Hitech Ltd.,BSE,
HITTCO.BO,Hittco Tools Limited,BSE,
HISARMET.BO,Hisar Metal Industries Ltd.,BSE,
HINDMOTORS.NS,Hindustan Motors Limited,NSI,Auto Manufacturers - Major
HINDALCO.BO,Hindalco Industries Ltd.,BSE,
HIMATSEIDE.BO,Himatsingka Seide Ltd.,BSE,
HIKAL.BO,Hikal Limited,BSE,
HINDCOMPOS.NS,Hindustan Composites Limited,NSI,Auto Parts
SEVENHILL.BO,SEVEN HILL INDUSTRIES LIMITED,BSE,
HINDCOPPER.NS,Hindustan Copper Limited,NSI,Copper
HIKAL.NS,Hikal Limited,NSI,Chemicals - Major Diversified
BAJAJHIND.NS,Bajaj Hindusthan Sugar Limited,NSI,Confectioners
SRHHYPOLTD.BO,SREE RAYALASEEMA HI-STRENGTH H,BSE,
HIL.BO,HIL LTD.,BSE,
HINDMILL.BO,HINDOOSTAN MILLS LTD.,BSE,
HINDMOTORS.BO,HINDUSTAN MOTORS LTD.,BSE,
HINDALCO.NS,Hindalco Industries Limited,NSI,Aluminum
HIGHENE.BO,High Energy Batteries (India) Ltd.,BSE,
HINDCOMPOS.BO,HINDUSTAN COMPOSITES LTD.,BSE,
BAJAJHIND.BO,Bajaj Hindusthan Sugar Limited,BSE,
HIMATSEIDE.NS,Himatsingka Seide Limited,NSI,Textile Industrial
HINDUNILVR.BO,HINDUSTAN UNILEVER LTD.,BSE,
HIRECT.BO,HIND RECTIFIERS LTD.,BSE,
HINDCOPPER.BO,HINDUSTAN COPPER LTD.,BSE,
HISARSP.BO,Hisar Spinning Mills Ltd.,BSE,
HIMFIBP.BO,Himachal Fibres Ltd.,BSE,
HOCL.BO,HINDUSTAN ORGANIC CHEMICALS LT,BSE,
HMVL.BO,Hindustan Media Ventures Limited,BSE,
HIPOLIN.BO,Hipolin Limited,BSE,
IYKOTHITE.BO,Iykot Hitech Toolroom Limited,BSE,
HINDPETRO.BO,HINDUSTAN PETROLEUM CORPORATIO,BSE,
HKT.BO,H.K.Trade International Limite,BSE,
BAJAJHLDNG.NS,Bajaj Holdings & Investment Limited,NSI,Asset Management
HMT.NS,HMT Limited,NSI,Farm & Construction Machinery
HMT.BO,HMT Ltd.,BSE,
MHRIL.BO,Mahindra Holidays and Resorts India Ltd.,BSE,
HOVS.BO,HOV Services Limited,BSE,
SUPREME.BO,SUPREME HOLDINGS & HOSPITALITY,BSE,
HOTLSILV.BO,HS India Limited,BSE,
SAHARAHOUS.BO,Sahara Housingfina Corporation Limited,BSE,
HPCOTTON.BO,HP Cotton Textile Mills Ltd.,BSE,
NH.NS,Narayana Hrudayalaya Limited,NSI,Hospitals
NH.BO,Narayana Hrudayalaya Limited,BSE,
HTMEDIA.NS,HT Media Limited,NSI,Publishing - Newspapers
HTMEDIA.BO,HT Media Limited,BSE,
INDIANHUME.NS,The Indian Hume Pipe Company Limited,NSI,General Contractors
SHREEJAL.BO,Shreejal Info Hubs Ltd,BSE,
HUBTOWN.BO,HUBTOWN LTD.,BSE,
HUBTOWN.NS,Hubtown Limited,NSI,Real Estate Development
INDIANHUME.BO,INDIAN HUME PIPE CO.LTD.,BSE,
NATHUEC.BO,Natura Hue Chem Ltd.,BSE,
HYTONE.BO,HYTONE TEXSTYLES LTD.,BSE,
INDSILHYD.BO,Indsil Hydro Power and Manganese Ltd.,BSE,
IBINFO.BO,IB Infotech Enterprises Limited,BSE,
ICRA.BO,ICRA Limited,BSE,
ICIL.BO,INDO COUNT INDUSTRIES LTD.,BSE,
ICICIBANK.BO,ICICI Bank Ltd.,BSE,
ICRA.NS,ICRA Limited,NSI,Investment Brokerage - National
ICDSLTD.BO,ICDS LTD.,BSE,
ICSL.BO,Integrated Capital Services Lt,BSE,
ICSA.NS,ICSA (India) Limited,NSI,Technical & System Software
IDFC.NS,IDFC Limited,NSI,Credit Services
IFCI.NS,IFCI Limited,NSI,Credit Services
IFBIND.NS,IFB Industries Limited,NSI,Diversified Machinery
IFINSEC.BO,INDIA FINSEC LTD.,BSE,
IFCI.BO,IFCI Limited,BSE,
IFLPROMOT.BO,IFL Promoters Limited,BSE,
IFBIND.BO,IFB Industries Ltd.,BSE,
IGPL.BO,I G PETROCHEMICALS LTD.,BSE,
IGARASHI.BO,IGARASHI MOTORS INDIA LTD.,BSE,
IGARASHI.NS,Igarashi Motors India Limited,NSI,Auto Parts
IGPL.NS,I G Petrochemicals Limited,NSI,Specialty Chemicals
IITL.NS,Industrial Investment Trust Limited,NSI,Credit Services
IITL.BO,Industrial Investment Trust Limited,BSE,
IIFL.BO,IIFL HOLDINGS LIMITED,BSE,
IIFL.NS,IIFL Holdings Limited,NSI,Investment Brokerage - National
IITLPROJ.BO,IITL PROJECTS LIMITED,BSE,
IKAB.BO,Ikab Securities & Investment Limited,BSE,
IL&FSENGG.NS,IL&FS Engineering and Construction Company Limited,NSI,General Contractors
IVC.NS,IL&FS Investment Managers Limited,NSI,Asset Management
IL&FSTRANS.NS,IL&FS Transportation Networks Limited,NSI,Heavy Construction
IL&FSTRANS.BO,IL&FS TRANSPORTATION NETWORKS,BSE,
IVC.BO,IL&FS INVESTMENT MANAGERS LTD.,BSE,
INDLMETER.BO,IMP POWERS LTD.,BSE,
SHIVAGR.BO,Shivagrico Implements Ltd.,BSE,
IMCAP.BO,IM+ CAPITALS LIMITED,BSE,
CHOKSI.BO,Choksi Imaging Ltd.,BSE,
INDLMETER.NS,IMP Powers Limited,NSI,Diversified Machinery
SCANDENT.BO,SCANDENT IMAGING LIMITED,BSE,
IOB.NS,Indian Overseas Bank,NSI,Money Center Banks
IOC.NS,Indian Oil Corporation Limited,NSI,Oil & Gas Refining & Marketing
IPCALAB.BO,Ipca Laboratories Limited,BSE,
IPRINGLTD.BO,IP RINGS LTD.,BSE,
IPCALAB.NS,Ipca Laboratories Limited,NSI,Drugs - Generic
IPOWER.BO,I Power Solutions India Ltd,BSE,
SUNFLAG.BO,SUNFLAG IRON & STEEL CO.LTD.,BSE,
ORISSASP.BO,Orissa Sponge Iron And Steel Limited,BSE,
JISLJALEQS.BO,JAIN IRRIGATION SYSTEMS LTD.,BSE,
SUNFLAG.NS,Sunflag Iron And Steel Company Limited,NSI,Steel & Iron
ISTLTD.BO,IST Limited,BSE,
SMLISUZU.BO,SML ISUZU LIMITED,BSE,
ISMTLTD.NS,ISMT Limited,NSI,Steel & Iron
ISHWATR.BO,ISHWARSHAKTI HOLDINGS & TRADER,BSE,
ISFT.NS,IntraSoft Technologies Limited,NSI,Internet Information Providers
ISLCONSUL.BO,ISL CONSULTING LTD.,BSE,
SMLISUZU.NS,SML Isuzu Limited,NSI,Auto Manufacturers - Major
SATHAISPAT.BO,SATHAVAHANA ISPAT LTD.,BSE,
SATHAISPAT.NS,Sathavahana Ispat Limited,NSI,Steel & Iron
SHRDAIS.BO,Sharda Ispat Limited,BSE,
ADITYA.BO,Aditya Ispat Ltd.,BSE,
ISFL.BO,ISF LIMITED,BSE,
ISFT.BO,Intrasoft Technologies Ltd.,BSE,
ISMTLTD.BO,ISMT LTD.,BSE,
LORDSHOTL.BO,LORDS ISHWAR HOTELS LIMITED,BSE,
ITI.BO,ITI Limited,BSE,
ITC.NS,ITC Limited,NSI,"Tobacco Products, Other"
ITC.BO,ITC Limited,BSE,
ITL.BO,ITL Industries Limited,BSE,
ITI.NS,ITI Limited,NSI,Communication Equipment
PILITA.NS,PIL ITALICA LIFESTYLE LIMITED,NSI,Home Furnishings & Fixtures
PILITA.BO,Pil Italica Lifestyle Limited,BSE,
ITDC.BO,INDIA TOURISM DEVELOPMENT CORP,BSE,
IVRCLINFRA.NS,IVRCL Limited,NSI,General Contractors
IVP.NS,IVP Limited,NSI,Specialty Chemicals
IVP.BO,IVP Ltd.,BSE,
IZMO.NS,IZMO Limited,NSI,Information Technology Services
IZMO.BO,IZMO Limited,BSE,
JAGSNPHARM.NS,Jagsonpal Pharmaceuticals Limited,NSI,Drug Manufacturers - Major
JAINMARMO.BO,Jain Marmo Industries Ltd.,BSE,
JAGAJITIND.BO,JAGATJIT INDUSTRIES LTD.,BSE,
JAYNECOIND.BO,JAYASWAL NECO INDUSTRIES LTD.,BSE,
JAYSHREETEA.BO,Jay Shree Tea & Industries Ltd.,BSE,
JAINSTUDIO.NS,Jain Studios Limited,NSI,Broadcasting - TV
JAYNECOIND.NS,Jayaswal Neco Industries Limited,NSI,Steel & Iron
JAICORPLTD.BO,JAI CORP LTD.,BSE,
JAGANLAM.BO,Jagan Lamps Ltd.,BSE,
JAGRAN.BO,Jagran Prakashan Ltd,BSE,
JASCH.BO,Jasch Industries Ltd.,BSE,
JAMNAAUTO.BO,JAMNA AUTO INDUSTRIES LTD.,BSE,
JAIPAN.BO,Jaipan Industries Ltd,BSE,
SHRJAGP.BO,Shri Jagdamba Polymers Ltd.,BSE,
JAYSREETEA.NS,JAYSHREE TEA INR5,NSI,
JAUSPOL.BO,Jauss Polymers Limited,BSE,
J&KBANK.BO,JAMMU & KASHMIR BANK LTD.,BSE,
JAMSHRI.BO,The Jamshri Ranjitsinghji Spinning and Weaving Mills Company Limited,BSE,
JALPAC.BO,JALPAC INDIA LTD.,BSE,
JPINFRATEC.NS,Jaypee Infratech Limited,NSI,Heavy Construction
JAYCH.BO,Jayshree Chemicals Ltd.,BSE,
JBCHEPHARM.NS,J. B. Chemicals & Pharmaceuticals Limited,NSI,Drug Manufacturers - Major
