Name,Exchange,Ticker,corr
HDFC Mutual Fund,BSE,HDFCNIFETF.BO,
Kotak Mahindra Mutual Fund - Kotak Nifty ETF,BSE,KOTAKNIFTY.BO,14.14
Ucal Fuel Systems Limited,NSI,UCALFUEL.NS,-33.37
GOLDMAN SACHS MUTUAL FUND,BSE,HNGSNGBEES.BO,17.08
HDFC MUTUAL FUND - HDFC GOLD E,BSE,HDFCMFGETF.BO,42.72
Kotak Mahindra Mutual Fund - Kotak PSU Bank ETF,BSE,KOTAKPSUBK.BO,-10.15
IDBI MUTUAL FUND - IDBI GOLD E,BSE,IDBIGOLD.BO,36.59
UTI Mutual Fund,BSE,UTISENSETF.BO,
Kotak Mahindra Mutual Fund - Kotak Gold ETF,BSE,KOTAKGOLD.BO,36.22
FUTURA POLYESTERS LTD.,BSE,FUTURAPOLY.BO,
HDFC Mutual Fund,BSE,SXETF.BO,
Ucal Fuel Systems Ltd.,BSE,UCALFUEL.BO,-33.43
LIC MF EXCHNG TRADED FUND-SENS,BSE,LICNETFSEN.BO,
LIC MF EXHGE TRADED FUND-NIFTY,BSE,LICNETFN50.BO,
Garg Furnace Ltd,BSE,GARGFUR.BO,
FUTURISTIC SOLUTIONS LTD.,BSE,FUTSOL.BO,11.38
Indraprastha Gas Limited,NSI,IGL.NS,8.87
Gabriel India Limited,NSI,GABRIEL.NS,-38.54
Gayatri Sugars Ltd.,BSE,GAYATRI.BO,-39.21
Garware Marine Industries Ltd.,BSE,GARWAMAR.BO,-20.65
Garnet International Limited,BSE,GARNETINT.BO,10.61
Garnet Construction Ltd.,BSE,GARNET.BO,-30.13
Gallantt Ispat Limited,NSI,GALLISPAT.NS,9.6
Gabriel India Limited,BSE,GABRIEL.BO,-39.13
Gati Limited,NSI,GATI.NS,-11.86
GUJARAT GAS LIMITE INR10 NEW,NSI,GUJGASLTD.NS,
GANESH HOUSING CORPORATION LTD,BSE,GANESHHOUC.BO,-37.36
Gammon India Limited,BSE,GAMMONIND.BO,
GAIL (India) Limited,BSE,GAIL.BO,-5.63
KITEX GARMENTS LTD.,BSE,KITEX.BO,-22.39
GANGOTRI IRON & STEEL COMPANY,BSE,GISL.BO,
Galada Power And Telecommunication Limited,BSE,GALADA.BO,-3.99
Gandhi Special Tubes Limited,NSI,GANDHITUBE.NS,-15.1
UTTAM GALVA STEELS LTD.,BSE,UTTAMSTL.BO,-11.87
Gujarat Gas Limited,BSE,GUJGAS.BO,
Gagan Gases Limited,BSE,GAGAN.BO,
Gammon India Limited,NSI,GAMMONIND.NS,
Oil and Natural Gas Corporation Limited,NSI,ONGC.NS,6.27
GARLON POLYFAB INDUSTRIES LTD.,BSE,GARLNIN.BO,
Gallantt Metal Ltd.,BSE,GALLANTT.BO,-33.34
GANDHI SPECIAL TUBES LTD.,BSE,GANDHITUBE.BO,-16.02
Garware Synthetics Limited,BSE,GARWSYN.BO,
GALAXY BEARINGS LTD.,BSE,GALXBRG.BO,
Gangotri Textiles Limited,NSI,GANGOTRI.NS,
Gayatri Projects Limited,NSI,GAYAPROJ.NS,-48.14
GANGA PAPERS INDIA LTD.,BSE,GANGAPA.BO,
PROCTER & GAMBLE HYGIENE & HEA,BSE,PGHH.BO,-4.59
Indraprastha Gas Limited,BSE,IGL.BO,9.29
Gati Ltd,BSE,GATI.BO,-11.3
Gallantt Metal Limited,NSI,GALLANTT.NS,-33.22
GCCL CONSTRUCTION & REALITIES,BSE,GCCL.BO,
The Hi-Tech Gears Ltd,BSE,HITECHGEAR.BO,-10.7
Genus Power Infrastructures Limited,NSI,GENUSPOWER.NS,9.53
Gemstone Investments Limited,BSE,GEMSI.BO,
Swarnsarita Gems Limited,BSE,SWARNSAR.BO,-12.72
GEE Limited,BSE,GEE.BO,-14.61
Lypsa Gems & Jewellery Limited,NSI,LYPSAGEMS.NS,
Genesys International Corporation Limited,NSI,GENESYS.NS,-26.51
SHANTHI GEARS LTD.,BSE,SHANTIGEAR.BO,-16.94
Gujarat Automotive Gears Ltd.,BSE,GUJAUTO.BO,13.94
G.G.AUTOMOTIVE GEARS LTD.,BSE,GGAUTO.BO,
Genus Commu Trade Ltd,BSE,GENIUSCO.BO,
Shanthi Gears Limited,NSI,SHANTIGEAR.NS,-16.67
Nitta Gelatin India Limited,BSE,NITTAGELA.BO,-21.1
Genesys International Corporation Limited,BSE,GENESYS.BO,-25.76
The Motor & General Finance Limited,NSI,MOTOGENFIN.NS,-16.82
Gennex Laboratories Limited,BSE,GENNEX.BO,-34.08
Scanpoint Geomatics Ltd,BSE,SCANPGEOM.BO,-17.72
MOTOR & GENERAL FINANCE LTD.,BSE,MOTOGENFIN.BO,-14.18
GENUS POWER INFRASTRUCTURES LT,BSE,GENUSPOWER.BO,9.26
The Hi-Tech Gears Limited,NSI,HITECHGEAR.NS,-9.51
Gitanjali Gems Limited,NSI,GITANJALI.NS,
India Gelatine & Chemicals Ltd.,BSE,INDGELA.BO,-41.85
NARMADA GELATINES LTD.,BSE,SHAWGELTIN.BO,-32.04
RACL Geartech Limited,BSE,RACLGEAR.BO,-14.16
GHCL Limited,NSI,GHCL.NS,9.13
GHCL Limited,BSE,GHCL.BO,9.1
PNB Gilts Ltd.,NSI,PNBGILTS.NS,-28.79
Gujarat Industries Power Company Limited,NSI,GIPCL.NS,-26.71
Gini Silk Mills Limited,BSE,GINISILK.BO,-4.41
Gillette India Limited,BSE,GILLETTE.BO,-47.78
GITA RENEWABLE ENERGY LIMITED,BSE,GITARENEW.BO,
GIR Natureview Resorts Limited,NSI,GIRRESORTS.NS,
Gujarat Industries Power Co. Ltd.,BSE,GIPCL.BO,-27.14
Ginni Filaments Limited,NSI,GINNIFILA.NS,-24.63
GI Engineering Solutions Limited,NSI,GISOLUTION.NS,
Gillette India Limited,NSI,GILLETTE.NS,-46.91
PNB Gilts Ltd.,BSE,PNBGILTS.BO,-30.43
Gilada Finance & Investments L,BSE,GILADAFINS.BO,
GKW Limited,NSI,GKWLIMITED.NS,-5.38
Triveni Glass,BSE,TRIVENIGQ.BO,-14.51
Shree Global Tradefin Limited,BSE,SHRGLTR.BO,-8.09
Premco Global Ltd.,BSE,PREMCO.BO,-7.34
Haldyn Glass Ltd,BSE,HALDYNGL.BO,-16.46
Globus Spirits Limited,NSI,GLOBUSSPR.NS,-45.82
Glittek Granites Ltd.,BSE,GLITTEKG.BO,2.21
Glenmark Pharmaceuticals Limited,NSI,GLENMARK.NS,-39.9
GlaxoSmithkline Pharmaceuticals Limited,NSI,GLAXO.NS,-28.71
Globus Spirits Ltd.,BSE,GLOBUSSPR.BO,-46.35
OnMobile Global Limited,BSE,ONMOBILE.BO,-42.67
India Glycols Limited,NSI,INDIAGLYCO.NS,-20.03
Sphere Global Services Ltd,BSE,SPHEREGSL.BO,-29.2
Milestone Global Ltd,BSE,MILESTONE.BO,
HINDUJA GLOBAL SOLUTIONS LTD.,BSE,HGS.BO,-17.8
GLOBAL VECTRA HELICORP LTD.,BSE,GLOBALVECT.BO,-56.07
HINDUSTHAN NATIONAL GLASS & IN,BSE,HINDNATGLS.BO,5.36
STL Global Limited,NSI,SGL.NS,
OnMobile Global Limited,NSI,ONMOBILE.NS,-43.1
Mediaone Global Entertainment Ltd.,BSE,MEDIAONE.BO,
PEARL GLOBAL INDUSTRIES LIMITE,BSE,PGIL.BO,-16.74
TeleCanor Global Ltd,BSE,TELECANOR.BO,
GLOBUS CORPORATION LTD.,BSE,KARUNACAB.BO,
Hindusthan National Glass & Industries Limited,NSI,HINDNATGLS.NS,7.69
Global Securities Ltd,BSE,GLOBSEC.BO,
Global Vectra Helicorp Limited,NSI,GLOBALVECT.NS,-52.84
Glenmark Pharmaceuticals Ltd.,BSE,GLENMARK.BO,-40.45
Oscar Global Ltd.,BSE,OSCARGLO.BO,18.84
Rajratan Global Wire Limited,BSE,RAJGLOWIR.BO,-7.47
STL GLOBAL LTD.,BSE,SGL.BO,-14.27
T & I Global Limited,BSE,TIGLOB.BO,-6.57
S V GLOBAL MILL LTD.,BSE,SVGLOBAL.BO,
Vibrant Global Capital Limited,BSE,VGCL.BO,
Nouveau Global Ventures Ltd.,BSE,NOUVEAU.BO,
GLAXOSMITHKLINE PHARMACEUTICAL,BSE,GLAXO.BO,-30.35
Hinduja Global Solutions Limited,NSI,HGS.NS,-17.65
GLOBAL OFFSHORE SERVICES LTD.,BSE,GLOBOFFS.BO,-30.68
SVP GLOBAL VENTURES LTD.,BSE,SVPGLOB.BO,
Pearl Global Industries Limited,NSI,PGIL.NS,-17.32
Hit Kit Global Solutions Ltd.,BSE,HITKITGLO.BO,
INDIA GLYCOLS LTD.,BSE,INDIAGLYCO.BO,-19.98
Urja Global Ltd,BSE,URJAGLOBA.BO,-16.87
Global Capital Market & Infrastructures Ltd,BSE,GLOBALCA.BO,-0.52
GMR Infrastructure Limited,BSE,GMRINFRA.BO,-31.01
GMM Pfaudler Ltd.,BSE,GMM.BO,-31.89
G.M.Breweries Limited,NSI,GMBREW.NS,-59.15
Gujarat Mineral Development Corporation Limited,NSI,GMDCLTD.NS,-31.46
GUJARAT MINERAL DEVELOPMENT CO,BSE,GMDCLTD.BO,-31.37
GUJARAT METALLIC COAL & COKE L,BSE,GMETCOAL.BO,-30.21
GMR Infrastructure Limited,NSI,GMRINFRA.NS,-31.29
GUJARAT NATURAL RESOURCES LIMI,BSE,GNRL.BO,-22.08
Godrej Industries Limited,NSI,GODREJIND.NS,-24.26
Godawari Power & Ispat Limited,NSI,GPIL.NS,-35.82
Gothi Plascon (India) Limited,BSE,GOTHIPL.BO,43.62
Godrej Consumer Products Limited,NSI,GODREJCP.NS,-5.89
Godfrey Phillips India Limited,BSE,GODFRYPHLP.BO,-40.4
GOA CARBON LTD.,BSE,GOACARBON.BO,-44.79
Gokul Refoils & Solvent Ltd,NSI,GOKUL.NS,-27.78
Gopal Iron & Steels Company Gujarat Ltd,BSE,GOPAIST.BO,
Godrej Industries Ltd.,BSE,GODREJIND.BO,-23.63
Godrej Consumer Products Limited,BSE,GODREJCP.BO,-6.35
Gokul Refoils And Solvent Limited,BSE,GOKUL.BO,-26.63
Golden Tobacco Limited,NSI,GOLDENTOBC.NS,-34.98
GOLDEN TOBACCO LTD.,BSE,GOLDENTOBC.BO,-31.94
GOLDIAM INTERNATIONAL LTD.,BSE,GOLDIAM.BO,-39.57
GOLD LINE INTERNATIONAL FINVES,BSE,GOLDLINE.BO,
GOCL CORPORATION L INR2,NSI,GOCLCORP.NS,
GOODRICKE GROUP LTD.,BSE,GOODRICKE.BO,-55.2
GODREJ PROPERTIES LTD,BSE,GODREJPROP.BO,-2.77
Shirpur Gold Refinery Limited,NSI,SHIRPUR-G.NS,
GOODYEAR INDIA LTD.,BSE,GOODYEAR.BO,-42.45
Saint-Gobain Sekurit India Limited,BSE,SAINTGOBAIN.BO,-20.23
Goldstone Technologies Limited,NSI,GOLDTECH.NS,-9.62
Goldiam International Limited,NSI,GOLDIAM.NS,-39.94
Goplee Infotech Ltd.,BSE,GOPLEEIN.BO,
SBI MUTUAL FUND SBI-ETF GOLD,NSI,SETFGOLD.NS,
Goldstone Technologies Ltd.,BSE,GOLDTECH.BO,-7.77
Gorani Industries Ltd,BSE,GORANIN.BO,
Godrej Properties Limited,NSI,GODREJPROP.NS,-3.46
Golden Carpets Ltd,BSE,GOLCA.BO,
Gokak Textiles Ltd.,BSE,GOKAKTEX.BO,-10.2
Goodluck India Limited,NSI,GOODLUCK.NS,
Godfrey Phillips India Limited,NSI,GODFRYPHLP.NS,-38.64
GOCL Corporation Limited,BSE,GOCLCORP.BO,11.2
Godawari Power & Ispat Ltd.,BSE,GPIL.BO,-36.19
Gujarat Pipavav Port Limited,NSI,GPPL.NS,-32.7
GPT INFRAPROJECTS LTD.,BSE,GPTINFRA.BO,-0.26
GUJARAT PIPAVAV PORT LTD.,BSE,GPPL.BO,-32.85
GP PETROLEUMS LTD,BSE,GULFPETRO.BO,-31.17
GP Petroleums Limited,NSI,GULFPETRO.NS,-32.14
Greaves Cotton Limited,NSI,GREAVESCOT.NS,-14.26
Granules India Limited,NSI,GRANULES.NS,-2.6
Timex Group India Limited,BSE,TIMEX.BO,-30.31
Grasim Industries Limited,BSE,GRASIM.BO,2.12
Gsb Finance Ltd,BSE,GSBFIN.BO,15.03
GSS INFOTECH LTD.,BSE,GSS.BO,-18.02
Gujarat State Petronet Limited,BSE,GSPL.BO,-19.58
GSS Infotech Limited,NSI,GSS.NS,-22.04
Gsl Securities Ltd,BSE,GSLSEC.BO,
GTN Textiles Ltd.,BSE,GTNTEX.BO,3.13
GTN Industries Limited,BSE,GTNINDS.BO,-21.13
GTL Infrastructure Limited,NSI,GTLINFRA.NS,-34.19
GTL Infrastructure Ltd.,BSE,GTLINFRA.BO,-43.0
GTL Limited,NSI,GTL.NS,-65.33
GTL Ltd.,BSE,GTL.BO,-66.77
Gujarat Cotex Ltd.,BSE,GUJCOTEX.BO,
Gujarat Intrux Limited,BSE,GUJINTRX.BO,-2.73
GUJARAT CONTAINERS LTD.,BSE,GUJCONT.BO,
VENTURA GUARANTY LTD.,BSE,SHYAM.BO,
Gujarat Petrosynthese Ltd.,BSE,GUJPETR.BO,
Gulshan Polyols Limited,BSE,GULPOLY.BO,-11.46
Gulf Oil Lubricants India Limited,NSI,GULFOILLUB.NS,
Gujarat Terce Laboratories Ltd.,BSE,GUJTERC.BO,-14.19
STERLING GUARANTY & FINANCE LT,BSE,STRLGUA.BO,
Gupta Synthetics Ltd.,BSE,GUPTSYN.BO,
GUJARAT STATE FINANCIAL CORPOR,BSE,GUJSTATFIN.BO,-38.33
Gulshan Polyols Limited,NSI,GULPOLY.NS,
Times Guaranty Ltd.,NSI,TIMESGTY.NS,-18.03
TIMES GUARANTY LTD.,BSE,TIMESGTY.BO,-17.89
Gujarat Investa Ltd.,BSE,GUJINV.BO,
Switching Technologies Gunther Ltd.,BSE,SWITCHTE.BO,
Gujarat Raffia Industries Ltd.,BSE,GUJRAFIA.BO,11.05
GUJARAT INJECT (KERALA) LTD.,BSE,GUJINJEC.BO,
GVK Power & Infrastructure Limited,NSI,GVKPIL.NS,
TAJGVK Hotels & Resorts Limited,NSI,TAJGVK.NS,-18.05
Hindustan Hardy Spicer Ltd.,BSE,HINDHARD.BO,-6.67
HARRISONS MALAYALAM LTD.,BSE,HARRMALAYA.BO,-31.87
Harrisons Malayalam Limited,NSI,HARRMALAYA.NS,-32.34
Haryana Capfin Limited,BSE,HARYNACAP.BO,-3.91
HARYANA FINANCIAL CORPORATION,BSE,HARAFIN.BO,
HAWKINS COOKERS LTD.,BSE,HAWKINCOOK.BO,5.46
Hawa Engineers ltd.,BSE,HAWAENG.BO,
Hardcastle & Waud Manufacturing Company Ltd,BSE,HARDCAS.BO,-34.14
Havells India Ltd.,BSE,HAVELLS.BO,-4.75
Havells India Limited,NSI,HAVELLS.NS,-4.97
Hasti Finance Ltd.,BSE,HASTIFIN.BO,
Hariyana Ship Breakers Ltd.,BSE,HRYNSHP.BO,-19.24
HB Stockholdings Limited,BSE,HBSTOCK.BO,-48.27
HBL Power Systems Limited,NSI,HBLPOWER.NS,-22.17
HB Portfolio Limited,BSE,HBPOR.BO,-32.93
HBL POWER SYSTEMS LTD.,BSE,HBLPOWER.BO,-22.28
HCL Technologies Limited,NSI,HCLTECH.NS,40.93
HCL Technologies Ltd.,BSE,HCLTECH.BO,41.0
HealthCare Global Enterprises,BSE,HCG.BO,
HCL INFOSYSTEMS LTD.,BSE,HCL-INSYS.BO,-32.03
HealthCare Global Enterprises Limited,NSI,HCG.NS,
HCL Infosystems Limited,NSI,HCL-INSYS.NS,
HDFC Bank Limited,BSE,HDFCBANK.BO,-13.05
Heera Ispat Ltd,BSE,HEERAISP.BO,
HEMANG RESOURCES LIMITED,BSE,HEMANG.BO,
HeidelbergCement India Limited,NSI,HEIDELBERG.NS,-18.13
LOOKS HEALTH SERVICES LIMITED,BSE,LOOKS.BO,
Tejnaksh Healthcare Limited,BSE,TEJNAKSH.BO,
TTK HEALTHCARE LTD.,BSE,TTKHEALTH.BO,-28.05
HERO MOTOCORP LTD.,BSE,HEROMOTOCO.BO,-12.33
ISGEC HEAVY ENGINEERING LTD.,BSE,ISGEC.BO,-13.0
Hercules Hoists Limited,BSE,HERCULES.BO,-28.28
Secunderabad Healthcare Ltd.,BSE,SECHE.BO,
HEG Limited,NSI,HEG.NS,-31.92
HEG Limited,BSE,HEG.BO,-32.14
Hexa Tradex Limited,NSI,HEXATRADEX.NS,-13.48
HEIDELBERGCEMENT INDIA LTD.,BSE,HEIDELBERG.BO,-18.53
Helpage Finlease Ltd.,BSE,HELPAGE.BO,
HEXA TRADEX LTD.,BSE,HEXATRADEX.BO,-12.07
Hercules Hoists Limited,NSI,HERCULES.NS,-27.57
TTK HEALTHCARE INR10,NSI,TTKHLTCARE.NS,
Hero MotoCorp Limited,NSI,HEROMOTOCO.NS,-12.39
SUNIL HEALTHCARE LTD,BSE,SUNLOC.BO,
HEMO ORGANIC LIMITED,BSE,HEMORGANIC.BO,
Integrated Hitech Ltd.,BSE,INTEGHIT.BO,
Hittco Tools Limited,BSE,HITTCO.BO,
Hisar Metal Industries Ltd.,BSE,HISARMET.BO,-2.13
Hindustan Motors Limited,NSI,HINDMOTORS.NS,-41.5
Hindalco Industries Ltd.,BSE,HINDALCO.BO,-51.12
Himatsingka Seide Ltd.,BSE,HIMATSEIDE.BO,-39.84
Hikal Limited,BSE,HIKAL.BO,-26.36
Hindustan Composites Limited,NSI,HINDCOMPOS.NS,6.61
SEVEN HILL INDUSTRIES LIMITED,BSE,SEVENHILL.BO,
Hindustan Copper Limited,NSI,HINDCOPPER.NS,-60.57
Hikal Limited,NSI,HIKAL.NS,-25.03
Bajaj Hindusthan Sugar Limited,NSI,BAJAJHIND.NS,-51.34
SREE RAYALASEEMA HI-STRENGTH H,BSE,SRHHYPOLTD.BO,-32.8
HIL LTD.,BSE,HIL.BO,-19.57
HINDOOSTAN MILLS LTD.,BSE,HINDMILL.BO,-29.97
HINDUSTAN MOTORS LTD.,BSE,HINDMOTORS.BO,-42.91
Hindalco Industries Limited,NSI,HINDALCO.NS,-51.11
High Energy Batteries (India) Ltd.,BSE,HIGHENE.BO,-4.28
HINDUSTAN COMPOSITES LTD.,BSE,HINDCOMPOS.BO,4.84
Bajaj Hindusthan Sugar Limited,BSE,BAJAJHIND.BO,-51.54
Himatsingka Seide Limited,NSI,HIMATSEIDE.NS,-39.31
HINDUSTAN UNILEVER LTD.,BSE,HINDUNILVR.BO,-3.78
HIND RECTIFIERS LTD.,BSE,HIRECT.BO,-30.44
HINDUSTAN COPPER LTD.,BSE,HINDCOPPER.BO,-60.81
Hisar Spinning Mills Ltd.,BSE,HISARSP.BO,
Himachal Fibres Ltd.,BSE,HIMFIBP.BO,
HINDUSTAN ORGANIC CHEMICALS LT,BSE,HOCL.BO,-68.91
Hindustan Media Ventures Limited,BSE,HMVL.BO,-11.18
Hipolin Limited,BSE,HIPOLIN.BO,
Iykot Hitech Toolroom Limited,BSE,IYKOTHITE.BO,
HINDUSTAN PETROLEUM CORPORATIO,BSE,HINDPETRO.BO,-0.46
H.K.Trade International Limite,BSE,HKT.BO,
Bajaj Holdings & Investment Limited,NSI,BAJAJHLDNG.NS,-15.67
HMT Limited,NSI,HMT.NS,-41.56
HMT Ltd.,BSE,HMT.BO,-41.83
Mahindra Holidays and Resorts India Ltd.,BSE,MHRIL.BO,6.32
HOV Services Limited,BSE,HOVS.BO,-24.22
SUPREME HOLDINGS & HOSPITALITY,BSE,SUPREME.BO,-58.33
HS India Limited,BSE,HOTLSILV.BO,-21.87
Sahara Housingfina Corporation Limited,BSE,SAHARAHOUS.BO,-3.08
HP Cotton Textile Mills Ltd.,BSE,HPCOTTON.BO,-28.95
Narayana Hrudayalaya Limited,NSI,NH.NS,
Narayana Hrudayalaya Limited,BSE,NH.BO,
HT Media Limited,NSI,HTMEDIA.NS,-3.66
HT Media Limited,BSE,HTMEDIA.BO,-5.15
The Indian Hume Pipe Company Limited,NSI,INDIANHUME.NS,-37.69
Shreejal Info Hubs Ltd,BSE,SHREEJAL.BO,
HUBTOWN LTD.,BSE,HUBTOWN.BO,-60.65
Hubtown Limited,NSI,HUBTOWN.NS,-62.92
INDIAN HUME PIPE CO.LTD.,BSE,INDIANHUME.BO,-37.81
Natura Hue Chem Ltd.,BSE,NATHUEC.BO,
HYTONE TEXSTYLES LTD.,BSE,HYTONE.BO,
Indsil Hydro Power and Manganese Ltd.,BSE,INDSILHYD.BO,-4.74
IB Infotech Enterprises Limited,BSE,IBINFO.BO,
ICRA Limited,BSE,ICRA.BO,-14.47
INDO COUNT INDUSTRIES LTD.,BSE,ICIL.BO,-19.78
ICICI Bank Ltd.,BSE,ICICIBANK.BO,6.97
ICRA Limited,NSI,ICRA.NS,-13.24
ICDS LTD.,BSE,ICDSLTD.BO,
Integrated Capital Services Lt,BSE,ICSL.BO,
ICSA (India) Limited,NSI,ICSA.NS,
IDFC Limited,NSI,IDFC.NS,-24.05
IFCI Limited,NSI,IFCI.NS,-43.51
IFB Industries Limited,NSI,IFBIND.NS,-16.51
INDIA FINSEC LTD.,BSE,IFINSEC.BO,
IFCI Limited,BSE,IFCI.BO,-43.29
IFL Promoters Limited,BSE,IFLPROMOT.BO,
IFB Industries Ltd.,BSE,IFBIND.BO,-16.14
I G PETROCHEMICALS LTD.,BSE,IGPL.BO,-50.1
IGARASHI MOTORS INDIA LTD.,BSE,IGARASHI.BO,-49.26
Igarashi Motors India Limited,NSI,IGARASHI.NS,-50.13
I G Petrochemicals Limited,NSI,IGPL.NS,-52.17
Industrial Investment Trust Limited,NSI,IITL.NS,-21.99
Industrial Investment Trust Limited,BSE,IITL.BO,-7.95
IIFL HOLDINGS LIMITED,BSE,IIFL.BO,14.54
IIFL Holdings Limited,NSI,IIFL.NS,15.8
IITL PROJECTS LIMITED,BSE,IITLPROJ.BO,
Ikab Securities & Investment Limited,BSE,IKAB.BO,
IL&FS Engineering and Construction Company Limited,NSI,IL&FSENGG.NS,-29.51
IL&FS Investment Managers Limited,NSI,IVC.NS,-68.37
IL&FS Transportation Networks Limited,NSI,IL&FSTRANS.NS,-55.98
IL&FS TRANSPORTATION NETWORKS,BSE,IL&FSTRANS.BO,-56.13
IL&FS INVESTMENT MANAGERS LTD.,BSE,IVC.BO,-69.12
IMP POWERS LTD.,BSE,INDLMETER.BO,-15.98
Shivagrico Implements Ltd.,BSE,SHIVAGR.BO,
IM+ CAPITALS LIMITED,BSE,IMCAP.BO,9.67
Choksi Imaging Ltd.,BSE,CHOKSI.BO,-33.0
IMP Powers Limited,NSI,INDLMETER.NS,-25.84
SCANDENT IMAGING LIMITED,BSE,SCANDENT.BO,
Indian Overseas Bank,NSI,IOB.NS,-49.11
Indian Oil Corporation Limited,NSI,IOC.NS,27.52
Ipca Laboratories Limited,BSE,IPCALAB.BO,-27.79
IP RINGS LTD.,BSE,IPRINGLTD.BO,-22.27
Ipca Laboratories Limited,NSI,IPCALAB.NS,-29.34
I Power Solutions India Ltd,BSE,IPOWER.BO,
SUNFLAG IRON & STEEL CO.LTD.,BSE,SUNFLAG.BO,-11.26
Orissa Sponge Iron And Steel Limited,BSE,ORISSASP.BO,
JAIN IRRIGATION SYSTEMS LTD.,BSE,JISLJALEQS.BO,-36.3
Sunflag Iron And Steel Company Limited,NSI,SUNFLAG.NS,-12.82
IST Limited,BSE,ISTLTD.BO,-40.66
SML ISUZU LIMITED,BSE,SMLISUZU.BO,-34.21
ISMT Limited,NSI,ISMTLTD.NS,-32.43
ISHWARSHAKTI HOLDINGS & TRADER,BSE,ISHWATR.BO,
IntraSoft Technologies Limited,NSI,ISFT.NS,-20.56
ISL CONSULTING LTD.,BSE,ISLCONSUL.BO,6.14
SML Isuzu Limited,NSI,SMLISUZU.NS,-34.28
SATHAVAHANA ISPAT LTD.,BSE,SATHAISPAT.BO,14.14
Sathavahana Ispat Limited,NSI,SATHAISPAT.NS,3.53
Sharda Ispat Limited,BSE,SHRDAIS.BO,
Aditya Ispat Ltd.,BSE,ADITYA.BO,15.84
ISF LIMITED,BSE,ISFL.BO,
Intrasoft Technologies Ltd.,BSE,ISFT.BO,-25.79
ISMT LTD.,BSE,ISMTLTD.BO,-33.57
LORDS ISHWAR HOTELS LIMITED,BSE,LORDSHOTL.BO,
ITI Limited,BSE,ITI.BO,-26.34
ITC Limited,NSI,ITC.NS,16.67
ITC Limited,BSE,ITC.BO,16.43
ITL Industries Limited,BSE,ITL.BO,-35.52
ITI Limited,NSI,ITI.NS,-25.94
PIL ITALICA LIFESTYLE LIMITED,NSI,PILITA.NS,-11.65
Pil Italica Lifestyle Limited,BSE,PILITA.BO,-10.62
INDIA TOURISM DEVELOPMENT CORP,BSE,ITDC.BO,-21.56
IVRCL Limited,NSI,IVRCLINFRA.NS,
IVP Limited,NSI,IVP.NS,-16.76
IVP Ltd.,BSE,IVP.BO,-12.66
IZMO Limited,NSI,IZMO.NS,-16.84
IZMO Limited,BSE,IZMO.BO,-19.5
Jagsonpal Pharmaceuticals Limited,NSI,JAGSNPHARM.NS,-50.69
Jain Marmo Industries Ltd.,BSE,JAINMARMO.BO,
JAGATJIT INDUSTRIES LTD.,BSE,JAGAJITIND.BO,-19.61
JAYASWAL NECO INDUSTRIES LTD.,BSE,JAYNECOIND.BO,-25.98
Jay Shree Tea & Industries Ltd.,BSE,JAYSHREETEA.BO,-40.24
Jain Studios Limited,NSI,JAINSTUDIO.NS,-5.66
Jayaswal Neco Industries Limited,NSI,JAYNECOIND.NS,-24.96
JAI CORP LTD.,BSE,JAICORPLTD.BO,-51.04
Jagan Lamps Ltd.,BSE,JAGANLAM.BO,18.05
Jagran Prakashan Ltd,BSE,JAGRAN.BO,-3.23
Jasch Industries Ltd.,BSE,JASCH.BO,0.36
JAMNA AUTO INDUSTRIES LTD.,BSE,JAMNAAUTO.BO,-25.69
Jaipan Industries Ltd,BSE,JAIPAN.BO,-14.54
Shri Jagdamba Polymers Ltd.,BSE,SHRJAGP.BO,36.64
JAYSHREE TEA INR5,NSI,JAYSREETEA.NS,-41.19
Jauss Polymers Limited,BSE,JAUSPOL.BO,
JAMMU & KASHMIR BANK LTD.,BSE,J&KBANK.BO,0.28
The Jamshri Ranjitsinghji Spinning and Weaving Mills Company Limited,BSE,JAMSHRI.BO,-30.27
JALPAC INDIA LTD.,BSE,JALPAC.BO,
Jaypee Infratech Limited,NSI,JPINFRATEC.NS,-63.64
Jayshree Chemicals Ltd.,BSE,JAYCH.BO,-1.66
J. B. Chemicals & Pharmaceuticals Limited,NSI,JBCHEPHARM.NS,-34.46
J.B.CHEMICALS & PHARMACEUTICAL,BSE,JBCHEPHARM.BO,-36.66
JBM Auto Limited,BSE,JBMA.BO,-14.47
JBM Auto Limited,NSI,JBMA.NS,-12.02
JD ORGOCHEM LTD.,BSE,JDORGOCHEM.BO,-26.49
THANGAMAYIL JEWELLERY LTD,BSE,THANGAMAYL.BO,-30.62
Uday Jewellery Industries Limi,BSE,UDAYJEW.BO,
Thangamayil Jewellery Limited,NSI,THANGAMAYL.NS,-28.65
JHS Svendgaard Laboratories Limited,NSI,JHS.NS,-26.3
JHS Svendgaard Laboratories Ltd.,BSE,JHS.BO,-28.56
Jindal Stainless (Hisar) Limited,NSI,JSLHISAR.NS,
Jindal Stainless (Hisar) Limit,BSE,JSLHISAR.BO,
Jindal Capital Ltd.,BSE,JINDCAP.BO,16.76
JIK Industries Limited,NSI,JIKIND.NS,
Jindal Steel & Power Limited,NSI,JINDALSTEL.NS,-13.59
Jindal Poly Films Limited,NSI,JINDALPOLY.NS,-24.32
Jindal Stainless Limited,NSI,JSL.NS,-27.09
