Name,Exchange,Ticker,corr
Mukta Arts Ltd,BSE,MUKTAARTS.BO,-49.44
Aro Granite Industries Limited,NSI,AROGRANITE.NS,-34.26
INTELLECT DESIGN ARENA LIMITED,BSE,INTELLECT.BO,
Intellect Design Arena Limited,NSI,INTELLECT.NS,
ARIHANT FOUNDATIONS & HOUSING,BSE,ARIHANT.BO,-6.87
Arcotech Limited,NSI,ARCOTECH.NS,
Arvind Limited,NSI,ARVIND.NS,-10.0
Mukta Arts Limited,NSI,MUKTAARTS.NS,-49.81
Arfin India Limited,BSE,ARFIN.BO,
Aravali Securities & Finance Ltd.,BSE,ARAVALIS.BO,
GILLANDERS ARBUTHNOT & CO.LTD.,BSE,GILLANDERS.BO,-31.22
ARIHANT SUPERSTRUCTURES LIMITE,BSE,ASL.BO,-8.05
RAJDARSHAN INDUSTRIES LTD.,BSE,ARENTERP.BO,
Gillanders Arbuthnot and Company Limited,NSI,GILLANDERS.NS,-31.48
Arihant's Securities Limited,BSE,ARISE.BO,
Asian Paints Limited,NSI,ASIANPAINT.NS,-4.87
Shriram Asset Management Company Ltd,BSE,SRAMSET.BO,-41.68
AstraZeneca Pharma India Limited,BSE,ASTRAZEN.BO,-27.89
Astec LifeSciences Limited,NSI,ASTEC.NS,-14.33
Asian Paints Limited,BSE,ASIANPAINT.BO,-4.71
Tridev InfraEstates Ltd,BSE,ASHUTPM.BO,
Ashirwad Steels & Industries Ltd.,BSE,ASHSI.BO,12.56
Ashok Leyland Limited,BSE,ASHOKLEY.BO,-2.26
Ashish Polyplast Ltd,BSE,ASHISHPO.BO,64.01
Ashiana Ispat Ltd,BSE,ASHIS.BO,-25.75
Automotive Stampings & Assemblies Ltd.,BSE,ASAL.BO,-21.28
Automotive Stampings and Assemblies Limited,NSI,ASAL.NS,-20.78
Bengal & Assam Company Ltd.,BSE,BENGALASM.BO,-7.95
EIH Associated Hotels Limited,NSI,EIHAHOTELS.NS,-13.3
ASHIKA CREDIT CAPITAL LTD.,BSE,ASHIKACR.BO,
Asian Hotels (North) Limited,NSI,ASIANHOTNR.NS,-42.26
Ashnoor Textile Mills Ltd.,BSE,ASHNOOR.BO,6.73
Ashapura Minechem Limited,NSI,ASHAPURMIN.NS,-31.48
Asit C Mehta Financial Services Limited,BSE,ASITCFIN.BO,-20.37
Asian Granito India Limited,BSE,ASIANTILES.BO,-31.26
Asian Tea & Exports Ltd.,BSE,ASIANTNE.BO,7.87
Astra Microwave Products Limited,NSI,ASTRAMICRO.NS,-20.31
ASTRA MICROWAVE PRODUCTS LTD.,BSE,ASTRAMICRO.BO,-19.68
ASIA PACK LTD.,BSE,ASIAPAK.BO,
ASHAPURA MINECHEM LTD.,BSE,ASHAPURMIN.BO,-31.57
Ashram Online.com Ltd.,BSE,ASHRAM.BO,
Ashirwad Capital Limited,BSE,ASHCAP.BO,-0.2
Astral Poly Technik Limited,BSE,ASTRAL.BO,-43.33
GOYAL ASSOCIATES LTD.,BSE,GOYALASS.BO,
AstraZeneca Pharma India Limited,NSI,ASTRAZEN.NS,-27.47
Astec LifeSciences Limited,BSE,ASTEC.BO,-15.47
Astral Poly Technik Limited,NSI,ASTRAL.NS,-42.35
Jaiprakash Associates Limited,NSI,JPASSOCIAT.NS,-54.07
RELIANCE NIPPON LI RELIANCE ETF,NSI,INFRABEES.NS,-8.27
ASHIMA LTD.,BSE,ASHIMASYN.BO,-28.31
Asahi Songwon Colors Limited,NSI,ASAHISONG.NS,-22.0
Ashiana Housing Limited,NSI,ASHIANA.NS,-20.28
EIH ASSOCIATED HOTELS LTD.,BSE,EIHAHOTELS.BO,-9.86
Ashima Limited,NSI,ASHIMASYN.NS,-27.85
ASAHI SONGWON COLORS LTD.,BSE,ASAHISONG.BO,-22.82
Asian Granito India Limited,NSI,ASIANTILES.NS,-30.53
Ashoka Refineries Limited,BSE,ASHOKRE.BO,
ASAHI INDIA GLASS LTD.,BSE,ASAHIINDIA.BO,-8.46
ASHOKA BUILDCON LTD.,BSE,ASHOKA.BO,-34.78
ASHIANA HOUSING LTD.,BSE,ASHIANA.BO,-21.01
Asahi India Glass Limited,NSI,ASAHIINDIA.NS,-8.54
ASM Technologies Ltd.,BSE,ASMTEC.BO,14.01
ASIAN HOTELS (NORTH) LIMITED,BSE,ASIANHOTNR.BO,-40.33
South Asian Enterprises Limited,BSE,SAENTER.BO,
Ashoka Buildcon Limited,NSI,ASHOKA.NS,-35.39
ASIAN BEARINGS LTD.,BSE,ASIANBRG.BO,
Asian Star Company Limited,BSE,ASTAR.BO,6.99
"ATV Projects India, Ltd.",BSE,ATVPR.BO,-8.13
Atul Ltd,NSI,ATUL.NS,-8.39
Atharv Enterprises Limited,BSE,ATHARVENT.BO,16.12
Atishay Limited,BSE,ATISHAY.BO,
Atlanta Ltd.,BSE,ATLANTA.BO,-11.57
Atlas Cycles (Haryana) Limited,NSI,ATLASCYCLE.NS,
Atul Auto Limited,BSE,ATULAUTO.BO,-32.34
ATN International Ltd.,NSI,ATNINTER.NS,
ATUL LTD.,BSE,ATUL.BO,-8.01
Atul Auto Limited,NSI,ATULAUTO.NS,
Atlanta Limited,NSI,ATLANTA.NS,-12.18
Athena Global Technologies Lim,BSE,ATHENAGLO.BO,-23.95
Bajaj Auto Limited,NSI,BAJAJ-AUTO.NS,6.53
Automotive Axles Ltd.,BSE,AUTOAXLES.BO,-1.74
Porwal Auto Components Ltd,BSE,PORWAL.BO,-30.74
Munjal Auto Industries Limited,NSI,MUNJALAU.NS,-40.7
Lumax Auto Technologies Limited,BSE,LUMAXTECH.BO,-22.49
Autolite (India) Limited,NSI,AUTOLITIND.NS,
PPAP Automotive Limited,BSE,PPAP.BO,-5.72
GS Auto International Limited,BSE,GSAUTO.BO,-29.7
Kailash Auto Finance Ltd,BSE,KAILASH.BO,
AUTORIDERS INTERNATIONAL LTD.,BSE,AUTOINT.BO,
PPAP Automotive Limited,NSI,PPAP.NS,-4.14
Lumax Auto Technologies Limited,NSI,LUMAXTECH.NS,-21.41
InterGlobe Aviation Limited,NSI,INDIGO.NS,
AVT Natural Products Limited,NSI,AVTNPL.NS,-23.6
Avantel Ltd,BSE,AVANTEL.BO,-4.06
Available Finance Ltd,BSE,AVAILFC.BO,
AVANTI FEEDS LTD.,BSE,AVANTI.BO,-15.37
InterGlobe Aviation Limited,BSE,INDIGO.BO,
Aviva Industries Limited,BSE,AVIVA.BO,
AVT Natural Products Limited,BSE,AVTNPL.BO,-22.68
AVONMORE CAPITAL & MANAGEMENT,BSE,AVONMORE.BO,-24.32
AVANTI FEEDS INR2,NSI,AVANTIFEED.NS,-13.67
Axis Bank Limited,NSI,AXISBANK.NS,25.71
Axtel Industries Ltd,BSE,AXTEL.BO,10.35
Axel Polymers Ltd,BSE,AXELPOLY.BO,-8.19
AXISCADES Engineering Technologies Limited,NSI,AXISCADES.NS,-39.51
AXIS MUTUAL FUND - AXIS GOLD E,BSE,AXISGOLD.BO,24.91
AXISCADES,BSE,AXISCADES.BO,-39.69
Axis Gold ETF,NSI,AXISGOLD.NS,41.24
Automotive Axles Limited,NSI,AUTOAXLES.NS,-0.93
Omni Ax's Software Limited,BSE,OMNIAX.BO,-33.38
AXIS Bank Limited,BSE,AXISBANK.BO,25.74
AYM Syntex Limited,BSE,AYMSYNTEX.BO,10.03
Kerala Ayurveda Ltd.,BSE,KERALAYUR.BO,-14.21
AYM Syntex Limited,NSI,AYMSYNTEX.NS,
IDBI Bank Limited,BSE,IDBI.BO,-43.2
ICICI Bank Limited,NSI,ICICIBANK.NS,6.9
Canara Bank,NSI,CANBK.NS,-18.42
Bartronics India Limited,BSE,BARTRONICS.BO,-64.66
Ballarpur Industries Limited,NSI,BALLARPUR.NS,-38.12
Indian Bank,NSI,INDIANB.NS,-18.6
Ind. Bank Housing Ltd,BSE,INDBNK.BO,49.28
HDFC Bank Limited,NSI,HDFCBANK.NS,-13.02
Balmer Lawrie Investments Limited,BSE,BLIL.BO,-34.12
Batliboi Ltd.,BSE,BATLIBOI.BO,-5.93
BASF India Limited,NSI,BASF.NS,-27.64
BASF India Limited,BSE,BASF.BO,-28.19
Banswara Syntex Ltd.,BSE,BANSWRAS.BO,-32.08
Balurghat Technologies Ltd.,BSE,BALTE.BO,-5.96
Balrampur Chini Mills Limited,BSE,BALRAMCHIN.BO,-10.94
B.A.G. Films and Media Limited,NSI,BAGFILMS.NS,-56.87
Goldman Sachs Bank BeES ETF,NSI,BANKBEES.NS,-4.12
Rathi Bars Limited,BSE,RATHIBAR.BO,-25.8
BANK OF INDIA,BSE,BANKINDIA.BO,-37.29
BANSAL ROOFING PRODUCTS LTD,BSE,BRPL.BO,
BANARAS BEADS LTD.,BSE,BANARBEADS.BO,-7.75
Goldman Sachs PSU Bank BeES ETF,NSI,PSUBNKBEES.NS,-15.89
BALKRISHNA INDUSTRIES LTD.,BSE,BALKRISIND.BO,-29.01
Indian Bank,BSE,INDIANB.BO,-18.63
Bajaj Finance Limited,NSI,BAJFINANCE.NS,-12.72
Goldman Sachs Mutual Fund - Goldman Sachs Banking Index Exchange Traded Scheme,BSE,BANKBEES.BO,-7.12
Bampsl Securities Ltd.,BSE,BAMPSL.BO,-16.81
Bharat Bijlee Limited,NSI,BBL.NS,-3.81
Bharat Bijlee Limited,BSE,BBL.BO,-4.9
BOMBAY BURMAH TRADING CORP.LTD,BSE,BBTC.BO,-28.8
"The Bombay Burmah Trading Corporation, Limited",NSI,BBTC.NS,-28.83
BCL Enterprises Limited,BSE,BCLENTERPR.BO,
B.C. POWER CONTROLS LTD,BSE,BCP.BO,
Bcc Fuba India Ltd,BSE,BCCFUBA.BO,9.99
BDH Industries Ltd.,BSE,BDH.BO,-1.44
BEML Limited,NSI,BEML.NS,-32.64
Somi Conveyor Beltings Ltd.,BSE,SOMICONV.BO,-3.04
SNL Bearings Ltd.,BSE,SNL.BO,-1.59
Manpasand Beverages Limited,NSI,MANPASAND.NS,
Beryl Drugs Ltd.,BSE,BERLDRG.BO,-4.14
Berger Paints India Limited,BSE,BERGEPAINT.BO,-18.55
Bhansali Engineering Polymers Ltd.,BSE,BEPL.BO,-28.09
BEML Limited,BSE,BEML.BO,-32.94
Bemco Hydraulics Ltd.,BSE,BEMHY.BO,16.07
Beeyu Overseas Ltd.,BSE,BEEYU.BO,
BETEX INDIA LTD.,BSE,BETXIND.BO,
Ganesh Benzoplast,BSE,GANESHBE.BO,-44.86
Beekay Niryat Limited,BSE,BNL.BO,
BELAPUR INDUSTRIES LTD.,BSE,BELAIND.BO,
Talwalkars Better Value Fitness Limited,NSI,TALWALKARS.NS,
Bedmutha Industries Limited,NSI,BEDMUTHA.NS,-33.85
Berger Paints India Limited,NSI,BERGEPAINT.NS,-17.98
Menon Bearings Ltd.,BSE,MENONBE.BO,12.48
BENTLEY COMMERCIAL ENTERPRISES,BSE,BENTCOM.BO,
Bimetal Bearings Limited,BSE,BIMETAL.BO,-2.98
NRB INDUSTRIAL BEARINGS LTD.,BSE,NIBL.BO,
Beekay Steel Industries Ltd.,BSE,BEEKAY.BO,
NRB Bearings Limited,NSI,NRBBEARING.NS,-37.97
Bengal Tea & Fabrics Ltd.,BSE,BENGALT.BO,-17.51
BEDMUTHA INDUSTRIES LTD.,BSE,BEDMUTHA.BO,-17.21
NRB Industrial Bearings Limited,NSI,NIBL.NS,
NRB BEARINGS LTD.,BSE,NRBBEARING.BO,-36.77
Menon Bearings Limited,NSI,MENONBE.NS,
Bharat Electronics Limited,NSI,BEL.NS,-27.97
Goldman Sachs Nifty BeES ETF,NSI,NIFTYBEES.NS,17.05
Goldman Sachs Liquid BeES ETF,NSI,LIQUIDBEES.NS,
Goldman Sachs Shariah BeES ETF,NSI,SHARIABEES.NS,4.39
Goldman Sachs Gold BeES ETF,NSI,GOLDBEES.NS,53.99
Best Eastern Hotels Ltd.,BSE,BESTEAST.BO,-25.27
BETALA GLOBAL SECURITIES LTD.,BSE,BETALA.BO,
Banaras Beads Limited,NSI,BANARBEADS.NS,-8.55
Bella Casa Fashion & Retail Li,BSE,BELLACASA.BO,
Goldman Sachs Hang Seng BeES ETF,NSI,HNGSNGBEES.NS,23.02
BF Utilities Limited,NSI,BFUTILITIE.NS,-56.05
BF Investment Limited,NSI,BFINVEST.NS,-52.82
Bangalore Fort Farms Limited,BSE,BFFL.BO,
BF INVESTMENT LTD.,BSE,BFINVEST.BO,-53.99
BF UTILITIES LTD.,BSE,BFUTILITIE.BO,-56.55
BGR Energy Systems Limited,NSI,BGRENERGY.NS,-38.12
BGR Energy Systems Limited,BSE,BGRENERGY.BO,-38.02
Bharatiya Global Infomedia Limited,NSI,BGLOBAL.NS,
Bhagwati Autocast Ltd.,BSE,BGWTATO.BO,5.56
Bharat Petroleum Corp. Ltd.,BSE,BPCL.BO,7.23
Bhartiya International Ltd.,BSE,BIL.BO,-30.57
Bhilwara Spinners Ltd.,BSE,BHILSPIN.BO,-11.7
Bharat Heavy Electricals Limited,NSI,BHEL.NS,-13.76
Bheema Cements Ltd,BSE,BHEEMACEM.BO,
Bharat Seats Ltd.,BSE,BHARATSE.BO,-24.16
Bhandari Hosiery Exports Ltd.,BSE,BHANDHOS.BO,-37.21
MCNALLY BHARAT ENGINEERING COM,BSE,MBECL.BO,1.15
Bhagyashree Leasing & Finance Ltd,BSE,BHAGYFN.BO,
Hathway Bhawani Cabletel and Datacom Ltd.,BSE,HATHWAY.BO,-22.95
Shree Bhavya Fabrics Limited,BSE,SBFL.BO,-10.73
Bharat Forge Limited,NSI,BHARATFORG.NS,6.12
BHARAT RASAYAN LTD.,BSE,BHARATRAS.BO,-12.38
BHAGWATI OXYGEN LTD.,BSE,BHAGWOX.BO,
Bhageria Industries Limited,BSE,BHAGIL.BO,-5.77
Bharat Bhushan Finance & Commodity Brokers Ltd.,BSE,BHARAT.BO,-21.89
Shree Bhawani Paper Mills Ltd.,BSE,SHBHAWPA.BO,
Bharat Gears Limited,NSI,BHARATGEAR.NS,-26.46
Jay Bharat Maruti Limited,NSI,JAYBARMARU.NS,-25.8
HATHWAY BHAWANI CABLETEL & DAT,BSE,HATHWAYB.BO,28.19
BHAGERIA INDUSTRIE INR5,NSI,BHAGERIA.NS,
Bharat Rasayan Limited,NSI,BHARATRAS.NS,-5.41
Bharat Wire Ropes Limited,BSE,BHARATWIRE.BO,
Bharat Immunologicals & Biologicals Corp. Ltd.,BSE,BIBCL.BO,-32.13
Bhansali Engineering Polymers Limited,NSI,BEPL.NS,-43.94
Bhagiradha Chemicals & Industries Ltd.,BSE,BHAGCHEM.BO,-16.15
Bharat Wire Ropes Limited,NSI,BHARATWIRE.NS,
BHARAT GEARS LTD.,BSE,BHARATGEAR.BO,-25.12
Bhartiya International Limited,NSI,BIL.NS,-32.31
Bhilwara Technical Textiles Ltd,BSE,BTTL.BO,-21.49
Bharat Forge Limited,BSE,BHARATFORG.BO,5.62
Shivalik Bimetal Controls Limited,BSE,SHBCLQ.BO,13.17
Biocon Limited,NSI,BIOCON.NS,-5.18
Transgene Biotek Ltd.,BSE,TRABI.BO,-35.03
Tasty Bite Eatables Ltd.,BSE,TASTYBIT.BO,-13.96
Saamya Biotech (India) Limited,BSE,SAAMYABIO.BO,
Panacea Biotec Ltd.,BSE,PANACEABIO.BO,-13.68
Hindustan Bio Sciences Ltd.,BSE,HINDBIO.BO,
Gufic Biosciences Ltd.,BSE,GUFICBIO.BO,-21.97
Celestial Biolabs Limited,NSI,CELESTIAL.NS,
Indrayani Biotech Limited,BSE,INDRANIB.BO,
Titan Biotech Limited,BSE,TITANBIO.BO,-12.73
Binny Limited,BSE,BINNY.BO,-22.56
Medicamen Biotech Ltd.,BSE,MEDICAMEQ.BO,-12.93
Oswal Greentech Limited,BSE,BINDALAGRO.BO,
CITURGIA BIOCHEMICALS LTD.,BSE,CITURGIA.BO,
Gujarat Themis Biosyn Ltd.,BSE,GUJTHEM.BO,-39.79
SHEETAL BIO-AGRO TECH LTD.,BSE,SHEETALB.BO,
BIOFIL CHEMICALS & PHARMACEUTI,BSE,BIOFILCHEM.BO,-1.07
VIVO BIO TECH LTD.,BSE,VIVOBIOT.BO,
Birla Precision Technologies Ltd,BSE,BIRLAPREC.BO,-48.31
BIRLA CORPORATION LTD.,BSE,BIRLACORPN.BO,-29.33
BINNY MILLS LTD.,BSE,BINNYMILLS.BO,
Birla Sun Life Nifty ETF,NSI,BSLNIFTY.NS,-12.59
Sterling Biotech Limited,NSI,STERLINBIO.NS,
Nath Bio-Genes (India) Limited,NSI,NATHBIOGEN.NS,
Oswal Greentech Limited,NSI,BINDALAGRO.NS,-47.34
Bil Energy Systems Limited,NSI,BILENERGY.NS,
Riddhi Siddhi Gluco Biols Limited,BSE,RIDDHI.BO,7.55
Brawn Biotech Limited,BSE,BRAWN.BO,-18.39
Birla Sun Life Gold ETF,NSI,BSLGOLDETF.NS,
Birla Capital & Financial Services Limited,BSE,BIRLACAP.BO,
BRONZE INFRA-TECH LTD.,BSE,BITL.BO,-24.38
Panacea Biotec Limited,NSI,PANACEABIO.NS,-13.86
Bits Ltd.,BSE,BITS.BO,
Biocon Limited,BSE,BIOCON.BO,-5.04
Bilcare Ltd.,BSE,BI.BO,-7.26
NATH BIO-GENES (INDIA) LTD,BSE,NATHBIOGEN.BO,
Bihar Sponge Iron Ltd.,BSE,BIHSPONG.BO,8.73
BIRLA SUN LIFE MUTUAL FUND - B,BSE,BSLGOLDETF.BO,25.9
Sharon Bio-Medicine Ltd.,NSI,SHARONBIO.NS,
Shree Ganesh Biotech (India) L,BSE,SHREEGANES.BO,
Gayatri BioOrganics Limited,BSE,GAYATRIBI.BO,
Edayar Zinc Limited,NSI,BINANIIND.NS,
Gufic Biosciences Limited,NSI,GUFICBIO.NS,-22.5
Birla Corporation Limited,NSI,BIRLACORPN.NS,-29.02
Hester Biosciences Limited,NSI,HESTERBIO.NS,
BKV Industries Ltd.,BSE,BKV.BO,
Bliss Gvs Pharma Limited,BSE,BLISSGVS.BO,-44.4
Blue Chip Tex Industries Ltd,BSE,BLUECHIPT.BO,-18.02
BLUE CIRCLE SERVICES LTD.,BSE,BLCISER.BO,
BLB Limited,NSI,BLBLIMITED.NS,-31.14
Blue Dart Express Limited,NSI,BLUEDART.NS,7.59
Blue Coast Hotels Limited,NSI,BLUECOAST.NS,
BLUE BLENDS (INDIA INR10,NSI,BLUEBLENDS.NS,
Bliss Gvs Pharma Limited,NSI,BLISSGVS.NS,-44.46
Blue Chip India Limited,NSI,BLUECHIP.NS,
Bloom Dekor Limited,BSE,BLOOM.BO,-21.32
Black Rose Industries Ltd,BSE,BLACKROSE.BO,-16.6
BLUE STAR LTD.,BSE,BLUESTARCO.BO,-39.4
Blue Star Limited,NSI,BLUESTARCO.NS,-39.43
Blue Dart Express Ltd.,BSE,BLUEDART.BO,7.51
BLUE CHIP INDIA LTD.,BSE,BLUECHIP.BO,
BLB LTD.,BSE,BLBLIMITED.BO,-15.26
NCC BLUE WATER PRODUCTS LTD.,BSE,NCCBLUE.BO,
BNR Udyog Ltd.,BSE,BNRUDY.BO,17.28
BN Rathi Securities Ltd.,BSE,BNRSEC.BO,-15.4
B&A Ltd.,BSE,BNALTD.BO,-56.35
Bombay Rayon Fashion Limited,BSE,BRFL.BO,-31.1
Bodal Chemicals Limited,NSI,BODALCHEM.NS,-22.11
BOSCH LTD.,BSE,BOSCHLTD.BO,-24.03
Indo Borax & Chemicals Ltd.,BSE,INDOBORAX.BO,-36.0
The Bombay Dyeing and Manufacturing Company Limited,NSI,BOMDYEING.NS,-24.59
Bodal Chemicals Ltd.,BSE,BODALCHEM.BO,-22.81
Genus Paper & Boards Limited,NSI,GENUSPAPER.NS,
SESHASAYEE PAPER & BOARDS LTD.,BSE,SESHAPAPER.BO,-18.23
Bodhtree Consulting Limited,BSE,BODHTREE.BO,
Prag Bosimi Synthetics Ltd.,BSE,PRAGBOS.BO,-57.87
Bombay Rayon Fashions Limited,NSI,BRFL.NS,-32.54
BOBSHELL ELECTRODES LTD.,BSE,BOBSHELL.BO,
GENUS PAPER & BOARDS LIMITED,BSE,GENUSPAPER.BO,
BOMBAY DYEING & MFG.CO.LTD.,BSE,BOMDYEING.BO,-24.73
Bombay Oxygen Corporation Limited,BSE,BOMOXY-B1.BO,
BPL Limited,BSE,BPL.BO,-29.08
BPL Limited,NSI,BPL.NS,-28.72
B. P. CAPITAL LTD,BSE,BPCAP.BO,
Brigade Enterprises Ltd.,BSE,BRIGADE.BO,-13.01
Bridge Securities Limited,BSE,BRIDGESE.BO,
DB (International) Stock Brokers Ltd,NSI,DBSTOCKBRO.NS,-46.84
United Breweries Limited,NSI,UBL.NS,18.8
INDIAN BRIGHT STEEL CO.LTD.,BSE,IBRIGST.BO,
GM Breweries Ltd,BSE,GMBREW.BO,-59.37
Sundaram Brake Linings Limited,NSI,SUNDRMBRAK.NS,-2.97
Kirloskar Brothers Limited,NSI,KIRLOSBROS.NS,-20.0
TV18 BROADCAST LTD.,BSE,TV18BRDCST.BO,-20.54
Brooks Laboratories Limited,NSI,BROOKS.NS,-44.66
KIRLOSKAR BROTHERS LTD.,BSE,KIRLOSBROS.BO,-19.59
Rane Brake Lining Limited,NSI,RBL.NS,-17.04
Noida Toll Bridge Company Limited,NSI,NOIDATOLL.NS,-35.68
Kohinoor Broadcasting Corporation Ltd.,BSE,KOHINOORBRO.BO,
SBI ETF BSE 100 ETF,BSE,SETFBSE100.BO,
BSL Limited,BSE,BSL.BO,-16.09
BSL Limited,NSI,BSL.NS,-16.19
Burnpur Cement Limited,NSI,BURNPUR.NS,-26.48
Martin Burn Ltd,BSE,MARBU.BO,27.02
NBCC (India) Limited,BSE,NBCC.BO,-25.88
KMF Builders & Developers Ltd,BSE,KMFBLDR.BO,
DHENU BUILDCON INFRA LTD.,BSE,DHENUBUILD.BO,
Goenka Business & Finance Limi,BSE,GBFL.BO,
Sawaca Business Machines Limited,BSE,SAWABUSI.BO,19.14
PATIDAR BUILDCON LIMITED,BSE,PATIDAR.BO,
Burnpur Cement Ltd.,BSE,BURNPUR.BO,-25.64
BWL LTD.,BSE,BWLLTD.BO,
THE BYKE HOSPITALI INR10,NSI,BYKE.NS,13.47
S P Capital Financing Ltd.,BSE,SPCAPIT.BO,5.56
SMIFS Capital Markets Limited,BSE,SMIFS.BO,-11.64
Gogia Capital Services Ltd.,BSE,GOGIACAP.BO,
Goa Carbon Limited,NSI,GOACARBON.NS,-44.87
Electrosteel Castings Limited,NSI,ELECTCAST.NS,-25.31
Dhruva Capital Services Ltd.,BSE,DHRUVCA.BO,
Centrum Capital Limited,BSE,CENTRUM.BO,-6.58
Castrol India Limited,NSI,CASTROLIND.NS,-15.48
Carnation Industries Limited,BSE,CARNATIN.BO,1.06
CAPRICORN SYSTEMS GLOBAL SOLUT,BSE,CAPRICORN.BO,
Caplin Point Laboratories Ltd,BSE,CAPPL.BO,-12.48
Capital Trust Ltd.,BSE,CAPITALT.BO,-10.24
C & C Constructions Limited,NSI,CANDC.NS,-68.12
KOKUYO CAMLIN LTD.,BSE,KOKUYOCMLN.BO,-19.37
Nahar Capital and Financial Services Limited,BSE,NAHARCAP.BO,-36.25
Gujarat Carbon & Industries Ltd.,BSE,GUJCARB.BO,
Consolidated Construction Consortium Limited,NSI,CCCL.NS,
Country Club Hospitality & Holidays Limited,NSI,CCHHL.NS,
CCL PRODUCTS (INDIA) LTD.,BSE,CCL.BO,-1.99
CCL Products (India) Limited,NSI,CCL.NS,-2.68
CCL International Limited,BSE,CCLINTER.BO,-31.88
Consolidated Construction Consortium Limited,BSE,CCCL.BO,
CLASSIC GLOBAL FINANCE & CAPIT,BSE,CCFCL.BO,
CDI International Limited,BSE,COMDI.BO,
ITD Cementation India Limited,BSE,ITDCEM.BO,-8.58
Idea Cellular Limited,NSI,IDEA.NS,-31.91
Idea Cellular Ltd.,BSE,IDEA.BO,-32.15
ITD Cementation India Limited,NSI,ITDCEM.NS,-7.24
Euro Ceramics Limited,NSI,EUROCERA.NS,
CESC Limited,NSI,CESC.NS,6.02
Cera Sanitaryware Limited,NSI,CERA.NS,2.43
Celebrity Fashions Limited,BSE,CELEBRITY.BO,-30.21
Ceejay Finance Ltd.,BSE,CEEJAY.BO,-7.15
CEAT Limited,NSI,CEATLTD.NS,-54.99
UDAIPUR CEMENT WORKS LTD.,BSE,UDAICEMENT.BO,
KAJARIA CERAMICS LTD.,BSE,KAJARIACER.BO,28.65
MANGALAM CEMENT LTD.,BSE,MANGLMCEM.BO,-45.74
The Ramco Cements Limited,NSI,RAMCOCEM.NS,-21.41
GUJARAT SIDHEE CEMENT LTD.,BSE,GSCLCEMENT.BO,-34.47
Century Textiles and Industries Limited,BSE,CENTURYTEX.BO,-22.49
Century Extrusions Limited,NSI,CENTEXT.NS,-35.61
CENTURY PLYBOARDS (I) LTD.,BSE,CENTURYPLY.BO,4.1
UltraTech Cement Limited,NSI,ULTRACEMCO.NS,2.48
CEETA INDUSTRIES LTD.,BSE,CEETAIN.BO,-26.58
Shiva Cement Ltd.,BSE,SHIVACEM.BO,-31.91
KOVAI MEDICAL CENTER & HOSPITA,BSE,KOVAI.BO,-13.13
Arunjyoti Bio Ventures Limited,BSE,CENPORT.BO,
Kovai Medical Center & Hospital Ltd.,NSI,KOVAI.NS,
CENTURY EXTRUSIONS LTD.,BSE,CENTEXT.BO,-31.96
CEAT LTD.,BSE,CEATLTD.BO,-55.03
Mangalam Cement Limited,NSI,MANGLMCEM.NS,-46.16
Sagar Cements Limited,NSI,SAGCEM.NS,-23.12
Cerebra Integrated Technologies Limited,NSI,CEREBRAINT.NS,
Somany Ceramics Limited,NSI,SOMANYCERA.NS,-5.98
Cenlub Industries Limited,BSE,CENLUB.BO,-10.9
Shree Cement Limited,NSI,SHREECEM.NS,-17.31
Kakatiya Cement Sugar and Industries Limited,NSI,KAKATCEM.NS,-37.64
Gujarat Sidhee Cement Limited,NSI,GSCLCEMENT.NS,-34.25
India Cements Capital Ltd.,BSE,INDCEMCAP.BO,-7.41
Century Plyboards (India) Limited,NSI,CENTURYPLY.NS,3.66
Orient Cement Limited,NSI,ORIENTCEM.NS,
CEREBRA INTEGRATED TECHNOLOGIE,BSE,CEREBRAINT.BO,24.64
"Centenial Surgical Suture, Ltd.",BSE,CSURGSU.BO,1.75
Restile Ceramics Ltd.,BSE,RESTILE.BO,
ULTRATECH CEMENT LTD.,BSE,ULTRACEMCO.BO,2.32
SOMANY CERAMICS LTD.,BSE,SOMANYCERA.BO,-5.48
Murudeshwar Ceramics Limited,NSI,MURUDCERA.NS,-13.19
CERA SANITARYWARE LTD.,BSE,CERA.BO,1.44
Central Bank of India,NSI,CENTRALBK.NS,-42.71
Regency Ceramics Limited,NSI,REGENCERAM.NS,
THE RAMCO CEMENTS LIMITED,BSE,RAMCOCEM.BO,-21.01
Ceenik Exports (India) Ltd.,BSE,CEENIK.BO,
Saurashtra Cement Ltd.,BSE,SAURASHCEM.BO,-41.28
SAGAR CEMENTS LTD.,BSE,SAGCEM.BO,-24.39
KAKATIYA CEMENT SUGAR & INDUST,BSE,KAKATCEM.BO,-36.25
CESC Limited,BSE,CESC.BO,6.12
Centum Electronics Limited,BSE,CENTUM.BO,3.72
SHYAM CENTURY FERR INR1,NSI,SHYAMCENT.NS,
Century Textiles and Industries Limited,NSI,CENTURYTEX.NS,-22.68
Shyam Century Ferrous Limited,BSE,SCFL.BO,
Pee Cee Cosma Sope Ltd.,BSE,PCCOSMA.BO,-40.76
TWENTYFIRST CENTURY MANAGEMENT,BSE,21STCENMGM.BO,-3.84
The India Cements Limited,BSE,INDIACEM.BO,-16.98
JK Lakshmi Cement Limited,NSI,JKLAKSHMI.NS,-39.7
Celebrity Fashions Limited,NSI,CELEBRITY.NS,-45.2
